City,Sentiment,Count,Month,Language
"Zollikofen, Switzerland",NEUTRAL,13,august,de
"St. Gallen, Frauenfeld etc.",NEUTRAL,19,august,de
"Bahnhofplatz 11, 3001 Bern",NEUTRAL,18,august,de
Zofingen,POSITIVE,3,august,de
"Schweiz, 8636 Wald ZH",NEUTRAL,1,august,de
الروضه,NEUTRAL,1,august,de
Florenceville-Bristol Canada,NEUTRAL,1,august,de
"Root, Luzern",NEUTRAL,2,august,de
"Kedah, Malaysia",NEUTRAL,1,august,de
"Innsbruck, Austria",NEUTRAL,1,august,de
"Kriens, Nidfeldstrasse 1",POSITIVE,1,august,de
"Zurich,Switzerland",NEUTRAL,2,august,de
Medienberater rro,NEUTRAL,1,august,de
Switzerland / Suiza,NEUTRAL,1,august,de
Orbe,NEUTRAL,1,august,de
Hochdorf,NEUTRAL,27,august,de
"Zentrum, Augsburg",NEUTRAL,405,august,de
"Grabs, Sankt Gallen",NEUTRAL,2,august,de
"Seeland, Biel, Schweiz",NEUTRAL,56,august,de
Bronschhofen,POSITIVE,4,august,de
Engelberg-Titlis,POSITIVE,1,august,de
"Uri, Switzerland",NEUTRAL,71,august,de
"Switzerland, St. Gallen",NEUTRAL,6,august,de
"Siebnen, Switzerland",NEUTRAL,4,august,de
"Réclère, Haute-Ajoie / Jura,CH",NEUTRAL,3,august,de
Frick,NEGATIVE,2,august,de
"Buchs, St. Gallen",NEUTRAL,7,august,de
Steckborn,NEUTRAL,3,august,de
mexico df,NEUTRAL,1,august,de
Rohrbach,NEUTRAL,2,august,de
"Zurich, Bern, Fribourg, Thun",POSITIVE,1,august,de
♊️,NEUTRAL,4,august,de
"Perth, Australia",NEUTRAL,1,august,de
"Näfels, Glarus",NEUTRAL,1,august,de
Albinen VS Switzerland,NEUTRAL,1,august,de
Cadenazzo,NEUTRAL,1,august,de
"Schweiz, Basel",NEUTRAL,3,august,de
"Thalwil, Zürich",NEUTRAL,52,august,de
"Olten, Suisse",NEUTRAL,150,august,de
Berne,POSITIVE,3,august,de
"Basel-Land, Schweiz",POSITIVE,11,august,de
Bad Kissingen,NEUTRAL,6,august,de
"Wettingen, Aargau",NEUTRAL,77,august,de
"Birmensdorf, Switzerland",NEUTRAL,10,august,de
Rapperswil-Jona,NEUTRAL,5,august,de
Liebistorf CH,NEUTRAL,1,august,de
"Beinwil am See, Schweiz",POSITIVE,4,august,de
"Richterswil, Köln, Salzburg",NEUTRAL,6,august,de
Hochfelden & Rümlang,POSITIVE,1,august,de
Suid-Afrika,NEUTRAL,1,august,de
Lucerne,POSITIVE,2,august,de
"Ems, Graubünden",POSITIVE,2,august,de
Glarus,POSITIVE,2,august,de
"Graubünden, Switzerland",POSITIVE,3,august,de
AI,NEUTRAL,2,august,de
Pyramide am See,NEUTRAL,2,august,de
Jakarta,NEUTRAL,1,august,de
Outer Heaven,NEUTRAL,2,august,de
"Fribourg, Switzerland",NEUTRAL,146,august,de
Breil/Brigels,NEUTRAL,8,august,de
"Basel, Switzerland, スイスのバーセル市",POSITIVE,11,august,de
Zurich/Los Angeles CA,NEUTRAL,48,august,de
where the wild things are,NEUTRAL,6,august,de
"Schweiz, 542 m.ü.M.",NEUTRAL,10,august,de
"Horw, Schweiz",NEUTRAL,4,august,de
"Bern, Belp Switzerland",NEUTRAL,8,august,de
"Eschlikon, Switzerland",NEUTRAL,3,august,de
"Frenkendorf, Schweiz",NEUTRAL,1,august,de
"iPhone: 47.199932,8.784629",NEUTRAL,1,august,de
"Lusaka, Zambia",NEUTRAL,1,august,de
"Les Enfers, Jura",NEUTRAL,1,august,de
Lago di Constanza,NEUTRAL,1,august,de
"46.530002,6.621964",NEUTRAL,16,august,de
"Sarnen, Switzerland",NEUTRAL,73,august,de
"Ottenbach, Zürich, Schweiz",NEUTRAL,22,august,de
Berlin,NEUTRAL,135,august,de
"Jeddah, Kingdom of Saudi Arabia",NEUTRAL,3,august,de
"Hotel Ascona, Ascona",NEUTRAL,1,august,de
Bern / Orkney,NEUTRAL,15,august,de
"Herzogenbuchsee, Switzerland",NEUTRAL,19,august,de
"Hanover, Lower Saxony",NEUTRAL,3,august,de
Giffers,NEUTRAL,1,august,de
Landquart,NEUTRAL,1,august,de
"Brugg, Schweiz",POSITIVE,6,august,de
Volketswil,POSITIVE,1,august,de
Niederbipp,POSITIVE,1,august,de
مسقط - سلطنة عمان,NEUTRAL,1,august,de
Svizzera,POSITIVE,1,august,de
"Küsnacht, Switzerland",NEUTRAL,1,august,de
"Switzerland, ZH, Zug, Baar",NEUTRAL,23,august,de
"Olten, Schweiz",POSITIVE,17,august,de
Lauterbrunnen - Swiss Alps,NEUTRAL,2,august,de
"Flüelen, Uri",NEUTRAL,48,august,de
"Zürich, Basel, Nimmerland",NEUTRAL,25,august,de
"Uster, Zürich Schweiz",NEUTRAL,23,august,de
"Mägenwil, CH",NEGATIVE,2,august,de
Zollikofen,NEUTRAL,26,august,de
Amden,NEUTRAL,16,august,de
"Gams SG, Schweiz",NEUTRAL,5,august,de
Chile // España,NEUTRAL,2,august,de
"St. Asaph, Wales 01745 851848",NEUTRAL,1,august,de
vitznau,NEUTRAL,1,august,de
"Switzerland, Vaud",NEUTRAL,1,august,de
Somewhere in France,NEUTRAL,1,august,de
"Nidau, Biel/Bienne",NEGATIVE,1,august,de
"Dallenwil, Schweiz",NEUTRAL,1,august,de
"Sattel, Schweiz",NEUTRAL,1712,august,de
"Wahlern, Bern",NEUTRAL,1537,august,de
"Tokyo, Japan",NEUTRAL,2,august,de
"Hinwil, Switzerland",POSITIVE,53,august,de
♁717712 / 258492,NEUTRAL,3,august,de
Aesch BL - CH,POSITIVE,2,august,de
"Zurich & Arosa, Switzerland",NEUTRAL,25,august,de
"Bern, Thun",POSITIVE,1,august,de
"Regensdorf, Schweiz",NEGATIVE,7,august,de
"switzerland, bern",NEUTRAL,1,august,de
Egypt - TanTa,NEUTRAL,1,august,de
everywhere,NEUTRAL,2,august,de
"Zürich, Zürich",NEUTRAL,4,august,de
zuerich,NEUTRAL,3,august,de
"Zürich, Basel, Winterthur, Zug",NEUTRAL,3,august,de
"Schweiz, Rikon ZH",NEUTRAL,1,august,de
cαlιhausen (nähe cαlιstadt) ❤️,NEUTRAL,1,august,de
"herisau, switzerland",NEUTRAL,1,august,de
"Nyon, Svizzera",NEUTRAL,13,august,de
cj7's planet,NEUTRAL,1,august,de
Switzerland,NEUTRAL,45781,august,de
Uster,NEUTRAL,96,august,de
Kanton Bern CH,NEUTRAL,39,august,de
"Kriens, Schweiz",NEUTRAL,38,august,de
Glattbrugg,NEUTRAL,36,august,de
"Pratteln, Schweiz",NEUTRAL,127,august,de
A lavorare (per finta).,NEUTRAL,1,august,de
"Zermatt, Wallis",NEUTRAL,1,august,de
Zürich/Gerra,NEUTRAL,10,august,de
"Lugano, Schweiz",POSITIVE,3,august,de
"Baar, CH",NEUTRAL,9,august,de
"Dottikon, Switzerland",NEUTRAL,2,august,de
"Basel, Münchenstein, Schweiz",POSITIVE,3,august,de
Zürich/İstanbul,POSITIVE,1,august,de
"@coldplay 110616, Zurigo",NEUTRAL,1,august,de
ラビットハウス,NEUTRAL,1,august,de
england ✨ 卌,NEUTRAL,1,august,de
"8001 Zurich, Switzerland",NEUTRAL,1,august,de
Tierra,NEUTRAL,2,august,de
Svizzera - Melano,NEUTRAL,1,august,de
"Thalwil, Zürich, Schweiz",NEUTRAL,11,august,de
Winterthur,NEUTRAL,1902,august,de
"Wangen bei Olten, Solothurn",NEUTRAL,17,august,de
Basel. Switzerland,NEUTRAL,36,august,de
"Grenchen, Solothurn",NEUTRAL,19,august,de
Giubiasco,NEUTRAL,5,august,de
"the hive, switzerland",NEUTRAL,1,august,de
Rüschlikon,NEUTRAL,56,august,de
"Kerzers, Freiburg",NEUTRAL,13,august,de
"Schweiz, Suisse, Switzerland",NEUTRAL,50,august,de
Zürich & Basel,NEUTRAL,15,august,de
zurich|berlin|milano|paris,NEUTRAL,5,august,de
"Nidau, Schweiz",NEUTRAL,25,august,de
"8050, Zürich",NEUTRAL,12,august,de
"Zürich, Barcelona, Berlin",NEUTRAL,1,august,de
sVizzera,NEGATIVE,1,august,de
هْناك وين تْجيم الأَحبابْ ' ~,NEUTRAL,1,august,de
Siberian Desert,NEUTRAL,2,august,de
Yverdon-les-Bains,NEUTRAL,1,august,de
"Nashville, TN",NEUTRAL,1,august,de
"Greater Frankfurt, Germany",POSITIVE,1,august,de
Grenoble-Paris,NEUTRAL,1,august,de
Sursee,NEUTRAL,57,august,de
Dortmund,NEUTRAL,87,august,de
"Bern 72, Switzerland",NEUTRAL,572,august,de
"47.259682,8.844828",NEUTRAL,108,august,de
"Zug, Switzerland",NEUTRAL,619,august,de
"Ettingen, Schweiz",NEUTRAL,13,august,de
"Berna, Suíça",NEUTRAL,21,august,de
"Pfäffikon, SZ",NEUTRAL,29,august,de
Laufenburg,POSITIVE,9,august,de
"Allmend Brunau, Zürich",NEUTRAL,12,august,de
South Jersey,NEUTRAL,1,august,de
"46.959,7.4425",NEUTRAL,7,august,de
"Milano, Italy",NEUTRAL,1,august,de
",Schweiz",NEUTRAL,5,august,de
"Bern, Berlin - und überall!",NEUTRAL,5,august,de
Somewhere in Lasgidi ☺,NEUTRAL,1,august,de
Herzogenbuchsee,NEUTRAL,14,august,de
"Zollikon, Schweiz",NEUTRAL,16,august,de
"8458 Dorf, Schweiz",NEUTRAL,4,august,de
Berlin & Słupsk,NEUTRAL,1,august,de
"Guimarães, Portugal",NEUTRAL,1,august,de
CH 8545 Rickenbach Sulz,NEUTRAL,1,august,de
"Amriswil, CH",NEUTRAL,1,august,de
"Ittigen, SUI",NEUTRAL,1,august,de
Nidau,NEUTRAL,3,august,de
Adliswil,POSITIVE,1,august,de
Nidau/Schweiz,NEUTRAL,1,august,de
Zurich (CH),NEUTRAL,1,august,de
"Liverpool, England",NEUTRAL,2,august,de
bülach,NEUTRAL,3,august,de
"Arisdorf, Schweiz",POSITIVE,1,august,de
8051 Zürich,NEUTRAL,1,august,de
Halfway over the Sarchasm,POSITIVE,1,august,de
"Uptown, Downtown, Switzerland",NEUTRAL,14,august,de
London,NEUTRAL,34,august,de
Israel,NEUTRAL,9,august,de
"Rheinfelden, Aargau, Switzerla",NEUTRAL,1,august,de
"Rapperswil-Jona / Basel, CHE",NEUTRAL,63,august,de
"Aargau, Switzerland",POSITIVE,60,august,de
"Zürich, Basel",NEUTRAL,9,august,de
"Fuchshausen,Schweiz",NEUTRAL,18,august,de
california,NEUTRAL,2,august,de
"sargans, schweiz",NEUTRAL,11,august,de
"Brugg, Aargau",NEUTRAL,1,august,de
Jona,NEUTRAL,61,august,de
"Zwolle, the Netherlands",NEUTRAL,2,august,de
جامعة قطر- قسم الإعلام (ترجمة),NEUTRAL,2,august,de
all over the bloody place,NEUTRAL,1,august,de
Gais,POSITIVE,3,august,de
"Schwyz, Schübelbach",NEUTRAL,3,august,de
"Prémanon, Jura, France",POSITIVE,1,august,de
"Wabern, Schweiz",NEUTRAL,1,august,de
"conthey, valais, suisse",NEUTRAL,1,august,de
"Würenlos, Aargau",NEUTRAL,1,august,de
"Bielstrasse 17, Münchenbuchsee",NEUTRAL,1,august,de
"Merlischachen, Küssnacht",NEUTRAL,1,august,de
"Freaktal, Schweiz",NEUTRAL,23,august,de
SH,NEUTRAL,562,august,de
"Kreuzlingen, Switzerland",NEUTRAL,88,august,de
"Thurgau, Schweiz",POSITIVE,208,august,de
Rezi-Mafia-Hauptquartier,POSITIVE,36,august,de
"Cham, Zug",NEUTRAL,23,august,de
"Friuli-Venezia Giulia, Italia",NEUTRAL,12,august,de
burayı terket,NEUTRAL,2,august,de
"Basel-Stadt, Schweiz",NEGATIVE,1,august,de
Neuchâtel,POSITIVE,10,august,de
"Oberembrach, Zürich",NEUTRAL,3,august,de
BORUSSIA-PARK,NEUTRAL,8,august,de
"Oerlikon, Europe/Zurich",NEUTRAL,2,august,de
Zurich + Ocean Falls B.C.,NEUTRAL,67,august,de
"Reinach, Baselland, Schweiz",NEUTRAL,4,august,de
"Zürich, Albisrieden",NEGATIVE,1,august,de
"Muri bei Bern, Schweiz",POSITIVE,12,august,de
"ÜT: 47.030865,8.431971",NEUTRAL,2,august,de
ju;mel;ck;isaac; gs; jj.❥,NEUTRAL,3,august,de
"Suisse, France",NEUTRAL,2,august,de
"Delémont, Jura",NEUTRAL,1,august,de
info@gallest.com,NEUTRAL,1,august,de
"St Gallen, Switzerland",NEGATIVE,1,august,de
"47.272961,8.856174",NEUTRAL,1,august,de
Üsküdar-Bursa-Bingöl,NEUTRAL,1,august,de
"Bern, Switzerland",POSITIVE,69,august,de
Ennetbaden/Schweiz,NEUTRAL,342,august,de
"Burgdorf, Bern",NEUTRAL,23,august,de
"Schweiz, Aargau",NEUTRAL,13,august,de
"Basel, Arlesheim, Switzerland",NEUTRAL,3,august,de
"London,Kent",NEUTRAL,1,august,de
"BE, Switzerland",NEUTRAL,10,august,de
Moscow,NEUTRAL,2,august,de
"Bern, 20 Meter ü. Aare",NEUTRAL,64,august,de
Valais,NEUTRAL,7,august,de
"Ibach, Switzerland",NEUTRAL,10,august,de
Zurich City,NEUTRAL,15,august,de
Freiburg im Üechtland,NEUTRAL,2,august,de
"London, UK",NEUTRAL,4,august,de
iSwitzerland,NEUTRAL,3,august,de
"CH,BS",POSITIVE,7,august,de
"Rapperswil-Jona, Sankt Gallen",POSITIVE,2,august,de
"Munich, Bavaria",NEUTRAL,1,august,de
New Delhi,NEUTRAL,1,august,de
"Bern, Schweiz, Stade de Suisse",POSITIVE,6,august,de
Reitnau,NEUTRAL,1,august,de
"Muhen, Schweiz",NEUTRAL,1,august,de
"Bern, Belp",NEUTRAL,1,august,de
"NW, IN.",NEUTRAL,1,august,de
"normal rund um Bern, Schweiz",NEUTRAL,1,august,de
Nusshof; Switzerland,POSITIVE,3,august,de
18 Student,NEUTRAL,1,august,de
Berlin/Bern/Zürich,NEUTRAL,1,august,de
"Thun/Bern, Schweiz",NEUTRAL,1,august,de
"Tessin/ Ticino, Switzerland",NEUTRAL,1,august,de
Salvador - BA,NEUTRAL,1,august,de
Muttenz,NEUTRAL,55,august,de
"Ormalingen, Switzerland",NEUTRAL,3,august,de
"St.Gallen, CH",NEUTRAL,26,august,de
"Grüningerstadion, St. Gallen",NEUTRAL,23,august,de
"Vaduz, Liechtenstein",NEUTRAL,1,august,de
"Zöri, Schweiz",NEUTRAL,2,august,de
"Switzerland, Earth",POSITIVE,8,august,de
Bulgaria,NEUTRAL,1,august,de
"Lommis, Thurgau",NEUTRAL,1,august,de
"ZHAW, Winterthur, Switzerland",NEUTRAL,1,august,de
Basel ; Baselland;,NEUTRAL,1,august,de
"Cortina d'Ampezzo, Dolomites,",NEUTRAL,1,august,de
"Köln-Nippes, ICE und Bahnhöfe",NEUTRAL,1,august,de
"Baffin, Zurich",NEUTRAL,1,august,de
"Rüti ZH, Switzerland",NEUTRAL,4,august,de
"Winterthur, Switzerland",NEGATIVE,2,august,de
Bern Bethlehem,NEUTRAL,1,august,de
"Lake District, UK",NEUTRAL,3,august,de
"Nidau, Biel/Bienne",NEUTRAL,4,august,de
"Grimentz, Switzerland",NEUTRAL,1,august,de
Türkiye,NEUTRAL,2,august,de
"Zürich, Höri",NEUTRAL,1,august,de
FLIMS,NEUTRAL,1,august,de
Gonten,NEUTRAL,1,august,de
"Nidwalden, Switzerland",POSITIVE,1,august,de
"Olten, CH",NEGATIVE,1,august,de
"Tellstrasse 31, Zürich",NEUTRAL,1,august,de
Solothurn,NEUTRAL,510,august,de
"Schlieren, Switzerland",NEUTRAL,40,august,de
"Thun, Schweiz",NEUTRAL,53,august,de
"Zetzwil, Aargau",NEUTRAL,14,august,de
"Schaffhausen, Schweiz",POSITIVE,3,august,de
Bad Ragaz,NEUTRAL,3,august,de
"batumi, sakartvelo",POSITIVE,1,august,de
Basel-Landschaft,NEUTRAL,14,august,de
California,POSITIVE,1,august,de
"Romanshorn, Switzerland",NEUTRAL,9,august,de
"Switzerland, Basel",NEUTRAL,8,august,de
Unterägeri,NEUTRAL,12,august,de
Berne - Switzerland,NEUTRAL,5,august,de
Winnipeg Manitoba CANADA...,NEUTRAL,1,august,de
"Villeneuve (VD), Vaud",NEUTRAL,2,august,de
"Zug, Zug",NEUTRAL,2,august,de
lucerne,NEUTRAL,1,august,de
"Jeddah, Saudi Arabia",NEUTRAL,5,august,de
"Alexandria, Egypt",NEUTRAL,1,august,de
"Pfäffikon SZ, Schweiz",NEUTRAL,5,august,de
"Kehrsiten, Switzerland",NEUTRAL,3,august,de
"Orange County, CA",NEUTRAL,9,august,de
"Lenzburg, Schweiz/Switzerland",POSITIVE,1,august,de
"Berne, Switzerland",NEUTRAL,1919,august,de
"Schwyz, Switzerland",POSITIVE,4,august,de
"Adelboden, Switzerland",NEUTRAL,13,august,de
"Geneva, Switzerland",POSITIVE,4,august,de
Ascona,NEUTRAL,4,august,de
"Gams, CH",NEUTRAL,11,august,de
"Wettingen, Aargau, Schweiz",NEUTRAL,5,august,de
Andelfingen,NEUTRAL,2,august,de
"Wallisellen, CH",NEUTRAL,1,august,de
"Gerbergässlein, Basel, Schweiz",POSITIVE,1,august,de
"world number 1, area of zurich",NEUTRAL,1,august,de
"Locarno, Switzerland",POSITIVE,2,august,de
"iPhone: 52.502209,13.444519",NEUTRAL,1,august,de
Gümligen bei Bern / CH,NEUTRAL,1,august,de
"Weinfelden, Thurgau",NEGATIVE,1,august,de
Brighton,NEUTRAL,1,august,de
"Zürich, Sankt Gallen, Thurgau",NEUTRAL,2,august,de
Biel,NEUTRAL,216,august,de
Bachenbülach,NEUTRAL,9,august,de
"Erschwil, Schweiz",POSITIVE,12,august,de
"Zurich, Switzerland",NEGATIVE,43,august,de
Uetendorf,POSITIVE,3,august,de
"Ruchstuckstr.19, Brüttisellen",NEUTRAL,10,august,de
"Val Terbi, Switzerland",NEUTRAL,7,august,de
Wettingen oder unterwegs ;-),NEUTRAL,6,august,de
"Glatt-Tower, Wallisellen",NEUTRAL,3,august,de
Wil SG,POSITIVE,1,august,de
"Stäfa, Zürich, Brig",NEUTRAL,14,august,de
"Bubendorf, Basel-Land",NEUTRAL,3,august,de
"Luzern, Alpnach, Sarnen",NEUTRAL,3,august,de
Essen / Germany,NEUTRAL,1,august,de
Duluth,NEUTRAL,1,august,de
"Langenthal BE, Schweiz",NEUTRAL,6,august,de
"Zürich, Schweiz, Deutsch",NEUTRAL,1,august,de
Esslingen am Neckar,NEUTRAL,1,august,de
"Brussels, Belgium",NEUTRAL,1,august,de
UK,NEUTRAL,2,august,de
Sarnen,NEUTRAL,56,august,de
"Switzerland, Germany, Austria",NEUTRAL,110,august,de
"Thun, Bern CH",NEUTRAL,3,august,de
"Mollis, Glarnerland, Schweiz",NEUTRAL,5,august,de
"Buochs, Switzerland",NEUTRAL,4,august,de
"Hüttwilen, Schweiz",POSITIVE,5,august,de
"Amriswil, Switzerland",NEUTRAL,2,august,de
"Berlin, Deutschland",NEUTRAL,8,august,de
"Andermatt, Switzerland",POSITIVE,1,august,de
"Zürich, Kreis 1 und 2",NEUTRAL,1,august,de
"Bern, San Francisco",NEUTRAL,3,august,de
Salamanca,NEUTRAL,2,august,de
"Visp/Sion, Schweiz",POSITIVE,1,august,de
France,NEUTRAL,5,august,de
"Pyke, Westeros (CH)",NEUTRAL,1,august,de
"Basel, Jungstrasse 1",NEUTRAL,1,august,de
Shanghai,NEUTRAL,1,august,de
SA✈✈✈ BM,NEUTRAL,1,august,de
Zürich (Switzerland),NEUTRAL,1,august,de
"Zürich,سويسرا",NEUTRAL,1,august,de
"Bern-Länggasse, Schweiz",NEUTRAL,3,august,de
"Sankt Gallen, Sankt Gallen",NEUTRAL,10,august,de
"Eriswil, Schweiz",NEUTRAL,33,august,de
Unterwegs,NEUTRAL,10,august,de
"Niederdorfstrasse 77, Zürich",NEUTRAL,1,august,de
fribourg,NEUTRAL,13,august,de
"Wollerau, Schweiz",NEUTRAL,35,august,de
"47.344588,8.695852",NEUTRAL,1,august,de
Bonstetten,POSITIVE,20,august,de
"Umgebung Basel, Switzerland",NEUTRAL,18,august,de
Fully,NEUTRAL,1,august,de
Bologna,NEUTRAL,4,august,de
"Altnau, Schweiz",NEUTRAL,1,august,de
"Chur & Bern, Switzerland",NEUTRAL,4,august,de
Euskal Herria,NEUTRAL,1,august,de
"Biel, Switzerland, Brooklyn NY",NEUTRAL,1,august,de
Lutry,NEUTRAL,2,august,de
"Oetingen, Belgium",NEUTRAL,1,august,de
Igis,NEUTRAL,2,august,de
schweiz,NEUTRAL,880,august,de
Germany,POSITIVE,2,august,de
"Wetzikon (ZH), Schweiz",NEUTRAL,16,august,de
"Val Bregaglia, Svizzera",NEUTRAL,14,august,de
"San Gallo, Svizzera",NEUTRAL,25,august,de
jegenstorf,NEUTRAL,3,august,de
"Oftringen, Schweiz",NEUTRAL,6,august,de
"iPhone: 47.428020,9.381037",NEUTRAL,9,august,de
Sattel,NEUTRAL,2,august,de
Lake District,NEUTRAL,8,august,de
"Zürich, Schweiz/Gaia, Portugal",NEUTRAL,1,august,de
"Jura, Franche-Comté",NEUTRAL,3,august,de
"Nürensdorf, Schweiz",NEUTRAL,3,august,de
Arth,NEUTRAL,3,august,de
Kiel,NEUTRAL,1,august,de
"Johannesburg, South Africa",NEUTRAL,3,august,de
"Wädenswil, Schweiz",NEUTRAL,5,august,de
"Wengen, Switzerland",NEUTRAL,2,august,de
"Kehrsatz, Switzerland",NEUTRAL,4,august,de
Bern-Switzerland,NEUTRAL,1,august,de
Bürglen,NEUTRAL,1,august,de
"Switzerland, Arbon",POSITIVE,3,august,de
"oberbipp,BERN Switzerland",NEUTRAL,3,august,de
"Whiteabbey, N.Ireland",NEUTRAL,1,august,de
"Switzerland, Chill",NEUTRAL,2,august,de
⠠⠗⠥⠎⠎⠊⠁,NEUTRAL,1,august,de
www.hulpvoorhulpverleners.nl,NEUTRAL,1,august,de
Zurigo,NEUTRAL,106,august,de
Uerkheim AG,NEUTRAL,17,august,de
"Sissach, Basel, Schweiz",NEUTRAL,1,august,de
"Kloten, Schweiz",NEUTRAL,95,august,de
Amriswil,NEUTRAL,36,august,de
"Oberentfelden, CH",NEUTRAL,3,august,de
"Zürich, Hardbrücke",POSITIVE,4,august,de
zug,NEUTRAL,5,august,de
"Zürich, CH & Four Oaks, UK",NEUTRAL,4,august,de
"Ebikon, Zentralstrasse 32",NEUTRAL,3,august,de
"Bern, Bern",NEUTRAL,2,august,de
Mendrisio,NEUTRAL,4,august,de
كعبة المضيوم,NEUTRAL,1,august,de
"Lucerne, Zurich and Singapore",NEUTRAL,2,august,de
"Bremgarten AG, Schweiz",NEUTRAL,2,august,de
"Rotkreuz ZG, Switzerland",POSITIVE,1,august,de
Herrliberg,NEUTRAL,1,august,de
"Minsk, Belarus",NEUTRAL,1,august,de
"Neulengbach, Österreich",NEUTRAL,1,august,de
"Tägerwilen, Thurgau",NEUTRAL,3,august,de
Closet-616,NEUTRAL,1,august,de
1136 Fifth Avenue,NEUTRAL,1,august,de
"47.374886,8.539169",NEUTRAL,1,august,de
berlin,NEUTRAL,1,august,de
"Sissach, Switzerland",NEUTRAL,112,august,de
swiss,POSITIVE,15,august,de
uae,NEUTRAL,2,august,de
"Chur, Schweiz",NEUTRAL,108,august,de
Spiez,NEUTRAL,39,august,de
"Scuol, Grischun",NEUTRAL,17,august,de
"ZH, Switzerland",NEUTRAL,8,august,de
"Zurich, Tokyo, Berlin",NEUTRAL,4,august,de
Zurich / Bern,NEUTRAL,7,august,de
isvicre,NEUTRAL,3,august,de
"Bezirk Baden, Aargau, Schweiz",POSITIVE,6,august,de
"Lilienberg, Ermatingen",NEUTRAL,3,august,de
Wohlen AG,NEUTRAL,4,august,de
"Leipzig, Deutschland",NEUTRAL,4,august,de
Cologne & Plaidt,NEUTRAL,1,august,de
"Arlesheim, BL, Switzerland",NEUTRAL,2,august,de
"Langnau, Emmental, Kanton Bern",NEUTRAL,4,august,de
"Ebikon, Switzerland",NEUTRAL,2,august,de
"Füllinsdorf, Switzerland",NEUTRAL,1,august,de
"Muttenz, Basel-Landschaft",NEUTRAL,1,august,de
"Volketswil, CH",NEUTRAL,1,august,de
airplanes and hotels,NEUTRAL,1,august,de
Lugano,NEUTRAL,158,august,de
"Lyss, Schweiz",NEUTRAL,102,august,de
"Zurich [Fribourg], Switzerland",NEUTRAL,19,august,de
"Regensdorf, Zürich",NEUTRAL,143,august,de
Wädenswil,NEUTRAL,247,august,de
"Dulliken City, Schweiz",NEUTRAL,12,august,de
Zuerich,NEGATIVE,4,august,de
Ipoh.,NEUTRAL,1,august,de
"Switzerland, Bern",NEUTRAL,14,august,de
Amsterdam,NEUTRAL,3,august,de
Süd,POSITIVE,7,august,de
"Recherswil, Solothurn",NEUTRAL,2,august,de
"University of Cagliari, Italy",NEUTRAL,2,august,de
"47.168182,8.296895",NEUTRAL,69,august,de
Oftringen,NEUTRAL,10,august,de
Toffen,NEUTRAL,1,august,de
"Kurzfeldstr. 11, Frauenfeld",NEUTRAL,2,august,de
Arosa | Graubünden | Schweiz,NEUTRAL,3,august,de
"Thun, Bern",POSITIVE,1,august,de
Duisburg und Gevelsberg,NEUTRAL,2,august,de
"Zürich, Biel & Bern",POSITIVE,1,august,de
"Bezirk Baden, Niederösterreich",NEGATIVE,1,august,de
SAC/UiTM Arau,NEUTRAL,1,august,de
basel,NEUTRAL,218,august,de
"Ermatingen, Zürich",NEUTRAL,24,august,de
Saas-Fee,NEUTRAL,33,august,de
"Rotkreuz, Switzerland",NEUTRAL,60,august,de
"Hirzel, Zürich",NEUTRAL,6,august,de
"baden, schweiz",POSITIVE,19,august,de
"Arth, Schwyz",NEUTRAL,6,august,de
"Miami, FL",NEUTRAL,2,august,de
KSA/UAE,NEUTRAL,1,august,de
Wollerau,NEUTRAL,15,august,de
"Glarus, Schweiz",POSITIVE,11,august,de
Graubünden,NEUTRAL,2,august,de
Bonn,POSITIVE,1,august,de
"Basel, Bern & Zürich",NEUTRAL,2,august,de
"Schweiz, Kriens",NEUTRAL,1,august,de
Entfelden,NEUTRAL,1,august,de
642 536 / 260 929,POSITIVE,1,august,de
"Zürich, Hamburg",NEUTRAL,1,august,de
"Dijon, France",NEUTRAL,1,august,de
"New York, NY",NEUTRAL,8,august,de
San Diego,NEUTRAL,1,august,de
Bad Zurzach,NEUTRAL,19,august,de
"8488 Turbenthal, Schweiz",NEUTRAL,153,august,de
Bern und 3.0 NM LSZB ILS RWY14,NEUTRAL,19,august,de
Genf,NEUTRAL,14,august,de
"Friburg, Switzerland",POSITIVE,9,august,de
"Zürich, Schweiz, Europa",NEUTRAL,7,august,de
"'Ragusa' District, Switzerland",NEUTRAL,4,august,de
"Auenstein, Aargau, Schweiz",POSITIVE,8,august,de
Davos Platz,NEUTRAL,4,august,de
"Alpthal, Schwyz",NEUTRAL,7,august,de
"Neuhausen am Rheinfall, shf",NEUTRAL,1,august,de
Munich and Heilbronn,NEUTRAL,8,august,de
"Rapperswil, Switzerland",POSITIVE,29,august,de
Münster,NEUTRAL,2,august,de
"Zurich, Paris et Challement",NEUTRAL,1,august,de
"Norddeutschland, Ostsee, SH",NEUTRAL,31,august,de
"Switzerland, Lakevillage",NEUTRAL,1,august,de
"Dubai, United Arab Emirates",NEUTRAL,3,august,de
"¤ Münsingen, Bern, Schweiz ¤",NEUTRAL,2,august,de
NL,NEUTRAL,1,august,de
Wonderland,NEUTRAL,4,august,de
"Reiden, Switzerland",NEUTRAL,2,august,de
Munich / Vienna,NEUTRAL,1,august,de
NYC • Βόλος,NEUTRAL,1,august,de
"Geneva, Palexpo, Switzerland",NEUTRAL,1,august,de
