City,Sentiment,Count,Month,Language
Sankt Gallen,NEGATIVE,233,april,de
Sankt Gallen,NEUTRAL,10,april,de
Sankt Gallen,POSITIVE,304,april,de
Sarnen,NEGATIVE,78,april,de
Sarnen,POSITIVE,35,april,de
Schaffhausen,NEGATIVE,411,april,de
Schaffhausen,NEUTRAL,2,april,de
Schaffhausen,POSITIVE,1795,april,de
Schenkon,NEGATIVE,63,april,de
Schenkon,POSITIVE,90,april,de
Schleitheim,NEGATIVE,1,april,de
Schleitheim,POSITIVE,1,april,de
Schmerikon,NEGATIVE,2,april,de
Schmerikon,POSITIVE,1,april,de
Schweiz,NEGATIVE,15914,april,de
Schweiz,NEUTRAL,418,april,de
Schweiz,POSITIVE,25365,april,de
Schwyz,NEGATIVE,23,april,de
Schwyz,POSITIVE,29,april,de
Schüpfheim,NEGATIVE,3,april,de
Schüpfheim,POSITIVE,13,april,de
Scuol,NEGATIVE,5,april,de
Scuol,POSITIVE,6,april,de
Sissach,POSITIVE,5,april,de
Solothurn,NEGATIVE,242,april,de
Solothurn,NEUTRAL,12,april,de
Solothurn,POSITIVE,347,april,de
St. Gallen,NEGATIVE,802,april,de
St. Gallen,NEUTRAL,28,april,de
St. Gallen,POSITIVE,1293,april,de
Stans,NEGATIVE,32,april,de
Stans,POSITIVE,33,april,de
Steckborn,POSITIVE,3,april,de
Suhr,POSITIVE,2,april,de
Suisse,NEGATIVE,164,april,de
Suisse,NEUTRAL,19,april,de
Suisse,POSITIVE,207,april,de
Suiza,NEGATIVE,11,april,de
Suiza,NEUTRAL,1,april,de
Suiza,POSITIVE,7,april,de
Sursee,NEGATIVE,20,april,de
Sursee,NEUTRAL,2,april,de
Sursee,POSITIVE,46,april,de
Suíça,NEGATIVE,41,april,de
Suíça,NEUTRAL,2,april,de
Suíça,POSITIVE,19,april,de
Svajcarska,NEGATIVE,4,april,de
Svizra,NEUTRAL,1,april,de
Svizra,POSITIVE,4,april,de
Svizzera,NEGATIVE,6,april,de
Svizzera,POSITIVE,7,april,de
Swiss,NEGATIVE,900,april,de
Swiss,NEUTRAL,52,april,de
Swiss,POSITIVE,824,april,de
Switzerland,NEGATIVE,17588,april,de
Switzerland,NEUTRAL,792,april,de
Switzerland,POSITIVE,24440,april,de
Tafers,POSITIVE,2,april,de
Thun,NEGATIVE,258,april,de
Thun,NEUTRAL,9,april,de
Thun,POSITIVE,366,april,de
Uster,NEGATIVE,110,april,de
Uster,NEUTRAL,4,april,de
Uster,POSITIVE,122,april,de
Visp,NEGATIVE,22,april,de
Visp,NEUTRAL,1,april,de
Visp,POSITIVE,37,april,de
Waldenburg,NEGATIVE,225,april,de
Waldenburg,NEUTRAL,30,april,de
Waldenburg,POSITIVE,412,april,de
Wangen an der Aare,NEGATIVE,3,april,de
Wangen an der Aare,POSITIVE,1,april,de
Weinfelden,NEGATIVE,16,april,de
Weinfelden,NEUTRAL,1,april,de
Weinfelden,POSITIVE,32,april,de
Wengen,POSITIVE,4,april,de
Willisau,NEGATIVE,10,april,de
Willisau,POSITIVE,10,april,de
Winterthur,NEGATIVE,786,april,de
Winterthur,NEUTRAL,31,april,de
Winterthur,POSITIVE,1220,april,de
Wittnau,NEGATIVE,1,april,de
Wittnau,POSITIVE,2,april,de
Zermatt,NEGATIVE,6,april,de
Zermatt,NEUTRAL,1,april,de
Zermatt,POSITIVE,35,april,de
Zofingen,NEGATIVE,77,april,de
Zofingen,POSITIVE,72,april,de
Zuerich,NEGATIVE,125,april,de
Zuerich,NEUTRAL,1,april,de
Zuerich,POSITIVE,290,april,de
Zurich,NEGATIVE,2492,april,de
Zurich,NEUTRAL,77,april,de
Zurich,POSITIVE,4986,april,de
Zurigo,NEGATIVE,53,april,de
Zurigo,NEUTRAL,3,april,de
Zurigo,POSITIVE,92,april,de
Zwitserland,NEGATIVE,5,april,de
Zürich,NEGATIVE,14038,april,de
Zürich,NEUTRAL,363,april,de
Zürich,POSITIVE,24317,april,de
İsviçre,NEGATIVE,1,april,de
スイス,NEGATIVE,9,april,de
スイス,POSITIVE,16,april,de
source_location,sentiment,0,august,de
#BlackLivesMatter,POSITIVE,1,august,de
#Hugz❤,NEUTRAL,1,august,de
"#glp Bezirk Baden, Aargau, CH",NEGATIVE,4,august,de
#netball #squash #uitmperlis,NEUTRAL,1,august,de
#tech #socialmedia #startups,NEGATIVE,1,august,de
#tsüri (meistens),NEGATIVE,1,august,de
#unterwegszuhause,POSITIVE,3,august,de
"'Ragusa' District, Switzerland",NEGATIVE,2,august,de
"'Ragusa' District, Switzerland",POSITIVE,4,august,de
'Yui Land',NEGATIVE,2,august,de
'Yui Land',POSITIVE,1,august,de
"*@isar, re* in NYC",POSITIVE,1,august,de
+965,POSITIVE,3,august,de
",Schweiz",NEGATIVE,1,august,de
",Schweiz",POSITIVE,4,august,de
.. alone in the dark ..,POSITIVE,2,august,de
.ch,NEGATIVE,16,august,de
.ch,POSITIVE,33,august,de
"///Basel, Switzerland",NEGATIVE,1,august,de
"///Basel, Switzerland",POSITIVE,2,august,de
031,NEGATIVE,7,august,de
031,NEUTRAL,1,august,de
031,POSITIVE,1,august,de
10,NEGATIVE,1,august,de
1136 Fifth Avenue,POSITIVE,1,august,de
127.0.0.1,NEGATIVE,2,august,de
127.0.0.1,POSITIVE,3,august,de
"13 (Augsburg), 4254 (Neuburg)",NEGATIVE,1,august,de
"13 (Augsburg), 4254 (Neuburg)",POSITIVE,1,august,de
130 miles S/W of Stonehaven,POSITIVE,1,august,de
15x in der ganzen Schweiz,POSITIVE,1,august,de
"17, xypher, intesaberians 1115",NEGATIVE,1,august,de
1700 Fribourg,POSITIVE,1,august,de
18 Student,NEGATIVE,1,august,de
"1800, Vevey",NEGATIVE,19,august,de
"1800, Vevey",POSITIVE,60,august,de
"19, Taman Rasa Sayang",POSITIVE,1,august,de
190 Main Street Westport CT,NEGATIVE,3,august,de
"23.900128,121.52617",POSITIVE,1,august,de
26.04.2013,POSITIVE,1,august,de
"3000 Bern, Schweiz",NEGATIVE,9,august,de
"3000 Bern, Schweiz",POSITIVE,15,august,de
3001 Bern,NEGATIVE,7,august,de
3001 Bern,POSITIVE,5,august,de
"3084 Wabern, Schweiz",NEGATIVE,1,august,de
"3084 Wabern, Schweiz",POSITIVE,7,august,de
"3125 Toffen, Switzerland",NEGATIVE,1,august,de
"3125 Toffen, Switzerland",POSITIVE,5,august,de
"3400 11th Street, NW",NEUTRAL,1,august,de
"3600 Thun, Schweiz",NEGATIVE,2,august,de
"3800 Interlaken, Switzerland",NEGATIVE,120,august,de
"3800 Interlaken, Switzerland",NEUTRAL,1,august,de
"3800 Interlaken, Switzerland",POSITIVE,189,august,de
"3823 Wengen, Switzerland",POSITIVE,1,august,de
"3rd rock from sol, Menzingen",NEGATIVE,84,august,de
"3rd rock from sol, Menzingen",NEUTRAL,2,august,de
"3rd rock from sol, Menzingen",POSITIVE,112,august,de
3rd rock from the Sun,NEGATIVE,1,august,de
3rd rock from the Sun,POSITIVE,1,august,de
4/6 ; AG ; SG,NEGATIVE,2,august,de
4/6 ; AG ; SG,NEUTRAL,1,august,de
4/6 ; AG ; SG,POSITIVE,1,august,de
"4056 Basel, Basel-Stadt",NEGATIVE,12,august,de
"4056 Basel, Basel-Stadt",POSITIVE,10,august,de
"4242 Laufen, Switzerland",POSITIVE,1,august,de
"4460 Gelterkinden, Schweiz",NEGATIVE,2,august,de
"4460 Gelterkinden, Schweiz",POSITIVE,7,august,de
"4500 Solothurn, Switzerland",NEGATIVE,5,august,de
"4500 Solothurn, Switzerland",POSITIVE,10,august,de
"4503 Solothurn, Switzerland",NEGATIVE,1,august,de
"46.530002,6.621964",POSITIVE,16,august,de
"46.959,7.4425",NEGATIVE,4,august,de
"46.959,7.4425",POSITIVE,3,august,de
"47.016552,8.657611",POSITIVE,1,august,de
"47.048822,8.544923",NEGATIVE,1,august,de
"47.048822,8.544923",POSITIVE,1,august,de
"47.168182,8.296895",NEGATIVE,22,august,de
"47.168182,8.296895",POSITIVE,52,august,de
"47.182172,8.517733",POSITIVE,1,august,de
"47.206181,38.946496",POSITIVE,2,august,de
"47.259682,8.844828",NEGATIVE,40,august,de
"47.259682,8.844828",POSITIVE,69,august,de
"47.272961,8.856174",POSITIVE,1,august,de
"47.344588,8.695852",NEUTRAL,1,august,de
"47.374886,8.539169",NEGATIVE,1,august,de
"47.383622,8.024721",POSITIVE,1,august,de
"47.419852,9.370023",NEGATIVE,6,august,de
"47.419852,9.370023",NEUTRAL,1,august,de
"47.419852,9.370023",POSITIVE,16,august,de
"47.443143,8.626668",NEGATIVE,2,august,de
"47.443143,8.626668",POSITIVE,4,august,de
"47.491815,19.057608",NEGATIVE,2,august,de
"47.491815,19.057608",POSITIVE,1,august,de
"47.506339,8.748451",POSITIVE,3,august,de
"4922 Thunstetten BE, Schweiz",POSITIVE,1,august,de
"53.075713,8.820751",NEGATIVE,2,august,de
"53.075713,8.820751",POSITIVE,7,august,de
"55.72842,24.366585",POSITIVE,4,august,de
5600 Lenzburg,POSITIVE,1,august,de
"5h, ddl, ag, tk, NYD, 1D, t100",NEGATIVE,1,august,de
"5h, ddl, ag, tk, NYD, 1D, t100",NEUTRAL,1,august,de
"5h, ddl, ag, tk, NYD, 1D, t100",POSITIVE,2,august,de
6364,NEGATIVE,1,august,de
"6370 Stans, Nidwalden",NEGATIVE,1,august,de
"6370 Stans, Nidwalden",POSITIVE,1,august,de
642 536 / 260 929,POSITIVE,1,august,de
"8001 Zurich, Switzerland",POSITIVE,1,august,de
"8004 Zürich, Schweiz",NEGATIVE,2,august,de
"8050, Zürich",NEGATIVE,2,august,de
"8050, Zürich",POSITIVE,10,august,de
8051 Zürich,NEGATIVE,1,august,de
8117 Fällanden,POSITIVE,1,august,de
8200 Emmersbergstrasse,NEGATIVE,1,august,de
8200 Emmersbergstrasse,POSITIVE,2,august,de
"8304 Wallisellen, Zürich",NEGATIVE,1,august,de
"8304 Wallisellen, Zürich",POSITIVE,7,august,de
"8320 Fehraltorf, Schweiz",NEGATIVE,8,august,de
"8320 Fehraltorf, Schweiz",POSITIVE,4,august,de
"8458 Dorf, Schweiz",NEGATIVE,2,august,de
"8458 Dorf, Schweiz",POSITIVE,2,august,de
"8488 Turbenthal, Schweiz",NEGATIVE,66,august,de
"8488 Turbenthal, Schweiz",POSITIVE,131,august,de
"8510 Frauenfeld, Switzerland",NEGATIVE,3,august,de
"8510 Frauenfeld, Switzerland",POSITIVE,1,august,de
"8546 Islikon, Thurgau",NEGATIVE,23,august,de
"8546 Islikon, Thurgau",POSITIVE,15,august,de
"8610 Uster, Schweiz",POSITIVE,1,august,de
"8800 Thalwil, Schweiz",NEGATIVE,37,august,de
"8800 Thalwil, Schweiz",NEUTRAL,7,august,de
"8800 Thalwil, Schweiz",POSITIVE,25,august,de
"8965 Berikon, Schweiz",POSITIVE,2,august,de
9 Standorte in der D-CH,POSITIVE,3,august,de
"9055 Bühler, Schweiz",NEGATIVE,2,august,de
"9055 Bühler, Schweiz",POSITIVE,9,august,de
9434 Au,NEGATIVE,4,august,de
9470 Buchs SG,POSITIVE,4,august,de
9473 Gams,NEGATIVE,2,august,de
"9500 Wil, St. Gallen",NEGATIVE,6,august,de
"9500 Wil, St. Gallen",POSITIVE,6,august,de
"9524 Zuzwil, Schweiz",POSITIVE,2,august,de
"@35,000 ft : Cruise Altitude",NEGATIVE,1,august,de
@FCBarcelona,POSITIVE,1,august,de
"@coldplay 110616, Zurigo",NEGATIVE,1,august,de
@thingonline @TPP_PH,POSITIVE,1,august,de
A Coruña,POSITIVE,1,august,de
"A Coruña, Galicia",POSITIVE,1,august,de
A Jungle Near You,NEGATIVE,1,august,de
A lavorare (per finta).,POSITIVE,1,august,de
AG,NEUTRAL,3,august,de
"AG, MO",POSITIVE,1,august,de
"AG,1D,5H,TVD,Ü",NEUTRAL,6,august,de
AI,NEGATIVE,2,august,de
ANKARA,POSITIVE,1,august,de
AR / St. Gallen,NEGATIVE,1,august,de
AR / St. Gallen,POSITIVE,3,august,de
"Aachen, Germany",POSITIVE,1,august,de
Aadorf,NEGATIVE,25,august,de
Aadorf,POSITIVE,55,august,de
"Aadorf, Thurgau, Schweiz",NEGATIVE,2,august,de
"Aadorf, Thurgau, Schweiz",POSITIVE,1,august,de
Aarau,NEGATIVE,344,august,de
Aarau,NEUTRAL,9,august,de
Aarau,POSITIVE,507,august,de
"Aarau, Aargau",NEGATIVE,12,august,de
"Aarau, Aargau",POSITIVE,11,august,de
"Aarau, Aargau, Schweiz",NEGATIVE,25,august,de
"Aarau, Aargau, Schweiz",NEUTRAL,5,august,de
"Aarau, Aargau, Schweiz",POSITIVE,19,august,de
"Aarau, Aargau, Switzerland",NEGATIVE,2,august,de
"Aarau, Aargau, Switzerland",POSITIVE,2,august,de
"Aarau, Schweiz",NEGATIVE,50,august,de
"Aarau, Schweiz",NEUTRAL,1,august,de
"Aarau, Schweiz",POSITIVE,75,august,de
"Aarau, Switzerland",NEGATIVE,44,august,de
"Aarau, Switzerland",POSITIVE,59,august,de
"Aarau, Vogelsang AG",NEGATIVE,3,august,de
"Aarau, Vogelsang AG",POSITIVE,4,august,de
Aarau.,NEGATIVE,8,august,de
Aarau.,POSITIVE,13,august,de
Aarau/Marseille/East Germany,NEGATIVE,1,august,de
Aarau/Marseille/East Germany,POSITIVE,2,august,de
Aarberg,NEGATIVE,5,august,de
Aarberg,POSITIVE,7,august,de
"Aarberg, Schweiz",NEGATIVE,18,august,de
"Aarberg, Schweiz",POSITIVE,3,august,de
"Aarberg, Switzerland",NEGATIVE,1,august,de
Aarburg,NEGATIVE,5,august,de
Aarburg,NEUTRAL,1,august,de
Aarburg,POSITIVE,13,august,de
"Aarburg, Schweiz",NEGATIVE,12,august,de
"Aarburg, Schweiz",NEUTRAL,3,august,de
"Aarburg, Schweiz",POSITIVE,2,august,de
Aargau,NEGATIVE,138,august,de
Aargau,NEUTRAL,4,august,de
Aargau,POSITIVE,216,august,de
"Aargau, CH",NEGATIVE,3,august,de
"Aargau, CH",POSITIVE,5,august,de
"Aargau, CH / Liguria, I",NEGATIVE,81,august,de
"Aargau, CH / Liguria, I",NEUTRAL,3,august,de
"Aargau, CH / Liguria, I",POSITIVE,144,august,de
"Aargau, Schweiz",NEGATIVE,249,august,de
"Aargau, Schweiz",NEUTRAL,11,august,de
"Aargau, Schweiz",POSITIVE,419,august,de
"Aargau, Switzerland",NEGATIVE,643,august,de
"Aargau, Switzerland",NEUTRAL,56,august,de
"Aargau, Switzerland",POSITIVE,895,august,de
"Aargau,Gränichen",POSITIVE,1,august,de
Abadons Maul,NEGATIVE,1,august,de
Abha City,NEGATIVE,1,august,de
Abu Dhabi,NEGATIVE,1,august,de
Abu Dhabi,POSITIVE,8,august,de
"Abu Dhabi, United Arab Emirates",NEUTRAL,1,august,de
"Adalar, Istanbul, Turkey",POSITIVE,2,august,de
Adelboden,NEGATIVE,3,august,de
Adelboden,POSITIVE,13,august,de
"Adelboden, Switzerland",NEGATIVE,12,august,de
"Adelboden, Switzerland",POSITIVE,1,august,de
Adetswil,NEGATIVE,1,august,de
Adligenswil,NEGATIVE,1,august,de
Adligenswil,POSITIVE,3,august,de
"Adligenswil, Schweiz",NEGATIVE,9,august,de
"Adligenswil, Schweiz",POSITIVE,6,august,de
Adliswil,NEGATIVE,3,august,de
Adliswil,POSITIVE,7,august,de
"Adliswil bei Zürich, Schweiz",NEGATIVE,1,august,de
"Adliswil bei Zürich, Schweiz",POSITIVE,4,august,de
"Adliswil, Schweiz",NEGATIVE,2,august,de
"Adliswil, Schweiz",POSITIVE,3,august,de
"Adliswil, Zürich",POSITIVE,12,august,de
Adorf,NEGATIVE,2,august,de
Adorf,POSITIVE,7,august,de
Aegerten,NEGATIVE,8,august,de
Aegerten,POSITIVE,6,august,de
"Aegerten, Schweiz",NEGATIVE,1,august,de
"Aegerten, Schweiz",POSITIVE,11,august,de
Aesch,NEGATIVE,5,august,de
Aesch,POSITIVE,26,august,de
"Aesch (BL), Schweiz",NEGATIVE,3,august,de
"Aesch (BL), Schweiz",NEUTRAL,2,august,de
"Aesch (BL), Schweiz",POSITIVE,11,august,de
Aesch BL,NEGATIVE,2,august,de
Aesch BL,POSITIVE,17,august,de
Aesch BL - CH,NEGATIVE,1,august,de
Aesch BL - CH,POSITIVE,10,august,de
"Aesch-Pfeffingen, BL",NEGATIVE,2,august,de
"Aesch-Pfeffingen, BL",POSITIVE,4,august,de
Aeschi,NEGATIVE,2,august,de
Aeschi,POSITIVE,1,august,de
"Aeugst am Albis, Zürich",POSITIVE,1,august,de
Affoltern am Albis,POSITIVE,2,august,de
"Affoltern am Albis, Schweiz",NEGATIVE,5,august,de
"Affoltern am Albis, Schweiz",POSITIVE,10,august,de
"Affoltern am Albis, Zürich",NEGATIVE,5,august,de
"Affoltern am Albis, Zürich",NEUTRAL,3,august,de
"Affoltern am Albis, Zürich",POSITIVE,11,august,de
Aigle,NEGATIVE,1,august,de
"Aigle, Suisse",NEGATIVE,1,august,de
"Aigle, Suisse",POSITIVE,1,august,de
"Aigle, Switzerland",POSITIVE,1,august,de
"Aigle,Switzerland • Roma,Italy",POSITIVE,2,august,de
"Al Khor, Qatar",POSITIVE,1,august,de
"Al Shuhada, Kuwait",NEGATIVE,1,august,de
"Al Wakrah, Qatar",POSITIVE,1,august,de
"Albacete, Valencia, Freiburg",POSITIVE,1,august,de
Albania,NEGATIVE,4,august,de
Albania,POSITIVE,8,august,de
Albinen VS Switzerland,POSITIVE,1,august,de
Albisrieden,NEGATIVE,1,august,de
"Alcalá de Henares, España",POSITIVE,1,august,de
"Alexandria, Egypt",POSITIVE,1,august,de
Algarve-Portugal,POSITIVE,1,august,de
Alicante,NEUTRAL,2,august,de
Alicante,POSITIVE,3,august,de
Alikon,NEGATIVE,1,august,de
Alikon,POSITIVE,1,august,de
Allah'ın çok aciz 1 kulu,NEGATIVE,1,august,de
Allah'ın çok aciz 1 kulu,POSITIVE,2,august,de
Alle,NEGATIVE,30,august,de
Alle,NEUTRAL,1,august,de
Alle,POSITIVE,5,august,de
"Allen, TX",POSITIVE,4,august,de
Allmend,NEGATIVE,1,august,de
Allmend,POSITIVE,11,august,de
"Allmend Brunau, Zürich",NEGATIVE,7,august,de
"Allmend Brunau, Zürich",POSITIVE,5,august,de
Allschwil,NEGATIVE,1,august,de
Allschwil,NEUTRAL,1,august,de
Allschwil,POSITIVE,11,august,de
"Allschwil, Basel-Land",NEGATIVE,25,august,de
"Allschwil, Basel-Land",POSITIVE,39,august,de
"Allschwil, Schweiz",NEGATIVE,2,august,de
"Allschwil, Schweiz",NEUTRAL,1,august,de
"Allschwil, Schweiz",POSITIVE,4,august,de
"Allschwil, Switzerland",NEGATIVE,6,august,de
"Allschwil, Switzerland",POSITIVE,15,august,de
Almeria,POSITIVE,1,august,de
Alpinaweg 3 8784 Braunwald,POSITIVE,1,august,de
"Alpnach, Obwalden",NEGATIVE,1,august,de
"Alpnach, Switzerland",NEGATIVE,2,august,de
"Alpnach, Switzerland",POSITIVE,3,august,de
"Alpthal, Schwyz",NEGATIVE,1,august,de
"Alpthal, Schwyz",POSITIVE,6,august,de
"Altaussee, Österreich",NEGATIVE,1,august,de
Altdorf,NEGATIVE,70,august,de
Altdorf,NEUTRAL,2,august,de
Altdorf,POSITIVE,60,august,de
"Altdorf UR, Switzerland",NEGATIVE,2,august,de
"Altdorf, Switzerland",POSITIVE,7,august,de
Altendorf,NEGATIVE,2,august,de
Altnau,NEGATIVE,2,august,de
Altnau,POSITIVE,2,august,de
"Altnau, Schweiz",POSITIVE,1,august,de
Altstaetten,POSITIVE,2,august,de
Altstätten,NEGATIVE,1,august,de
Altstätten,POSITIVE,4,august,de
Altstätten SG,NEGATIVE,2,august,de
Altstätten SG,POSITIVE,2,august,de
"Altstätten, Switzerland",NEGATIVE,2,august,de
"Amatlán de Cañas, Nayarit.",NEGATIVE,1,august,de
"Ambrì, Switzerland",NEGATIVE,2,august,de
"Ambrì, Switzerland",POSITIVE,2,august,de
Amden,NEGATIVE,5,august,de
Amden,NEUTRAL,3,august,de
Amden,POSITIVE,8,august,de
"Amden, Schweiz",POSITIVE,1,august,de
"Amersfoort, the Netherlands",NEGATIVE,1,august,de
Amriswil,NEGATIVE,20,august,de
Amriswil,NEUTRAL,1,august,de
Amriswil,POSITIVE,16,august,de
Amriswil / Zürich / Freiburg,NEGATIVE,2,august,de
"Amriswil, CH",POSITIVE,1,august,de
"Amriswil, Schweiz",NEUTRAL,1,august,de
"Amriswil, Switzerland",NEGATIVE,1,august,de
"Amriswil, Switzerland",POSITIVE,1,august,de
"Amsoldingen, Switzerland",NEGATIVE,1,august,de
Amsterdam,NEGATIVE,1,august,de
Amsterdam,POSITIVE,2,august,de
"Amsterdam, NL / Athens, GR",POSITIVE,1,august,de
"Amsterdam, Nederland",POSITIVE,2,august,de
"Anaheim, Tonga",NEGATIVE,1,august,de
"Anaheim, Tonga",POSITIVE,1,august,de
"Andeer, Graubünden, Schweiz",NEGATIVE,2,august,de
"Andeer, Graubünden, Schweiz",NEUTRAL,1,august,de
"Andeer, Graubünden, Schweiz",POSITIVE,2,august,de
Andelfingen,NEGATIVE,1,august,de
Andelfingen,POSITIVE,1,august,de
Andermatt,NEGATIVE,2,august,de
Andermatt,POSITIVE,10,august,de
